longitude,latitude,livingArea,years_since_built,GasStation_Count,GolfCourse_Count,average_bar_rating,household_income,TraderJoes_distance,best_school_rating,coast_distance,price
-117.95813,33.89303,2353.0,59.0,9.0,3.0,3.8,107241.0,1.88231917,5.0,11.86155287,1380000
-117.96014,33.883877,3500.0,21.0,11.0,2.0,3.995,107241.0,2.45724279,5.0,12.52977976,1860000
-117.96217,33.883675,2588.0,22.0,12.0,2.0,-1.0,107241.0,2.4490505,5.0,12.16371121,1620000
-117.96381,33.898834,2728.0,45.0,7.0,4.0,4.266666666666667,107241.0,1.40743011,5.0,11.73110021,1550000
-117.96775,33.894615,2385.0,60.0,9.0,3.0,-1.0,107241.0,1.66551321,5.0,11.60062639,1360000
-117.96839,33.88634,1900.0,48.0,13.0,3.0,4.442857142857143,107241.0,2.23303272,5.0,11.51355184,1220000
-117.96951,33.884586,1900.0,48.0,12.0,3.0,4.442857142857143,107241.0,2.3532753,5.0,11.94178546,1329000
-117.97034,33.883484,1450.0,47.0,13.0,3.0,4.2,107241.0,2.42989675,5.0,12.18997712,1160000
-117.97162,33.89322,1906.0,47.0,9.0,3.0,4.25,107241.0,1.76499399,5.0,13.07460406,1360000
-117.94869,33.878124,3329.0,96.0,15.0,2.0,-1.0,107241.0,3.03430883,5.0,13.0966008,1300000
-117.94388,33.893143,2412.0,59.0,10.0,6.0,4.25,131385.0,2.28444079,5.0,13.14040793,1565000
-117.93453,33.884495,1980.0,73.0,13.0,4.0,-1.0,131385.0,3.08460855,5.0,15.48115366,1250000
-117.93796,33.888966,3045.0,49.0,11.0,6.0,-1.0,131385.0,2.72310787,5.0,16.44346656,2100000
-117.8967,33.900383,3800.0,22.0,20.0,5.0,4.3,131385.0,1.65201971,5.0,15.58295697,2400000
-117.87525,33.899376,2062.0,61.0,22.0,4.0,-1.0,131385.0,0.8164338,5.0,16.25974759,1150000
-117.89365,33.899437,4337.0,22.0,21.0,5.0,-1.0,131385.0,1.52726858,5.0,14.94982431,2000000
-117.87858,33.89871,2448.0,60.0,22.0,4.0,-1.0,131385.0,0.93651989,5.0,16.96820205,1170000
-117.91234,33.904438,1937.0,59.0,16.0,4.0,-1.0,131385.0,2.42907171,5.0,13.79490551,1350000
-117.86985,33.906303,2901.0,23.0,16.0,3.0,4.433333333333334,131385.0,0.29920092,5.0,17.22081319,1850000
-117.94052,33.905495,3007.0,59.0,13.0,6.0,-1.0,131385.0,1.8809167,5.0,16.66413684,1475000
-117.86646,33.908672,2688.0,23.0,13.0,4.0,-1.0,131385.0,0.27349806,5.0,14.34540726,1820000
-117.87328,33.902664,2892.0,47.0,18.0,4.0,-1.0,131385.0,0.56687868,5.0,14.78322797,1150000
-117.92993,33.9078,2001.0,74.0,16.0,5.0,4.45,131385.0,2.37421244,5.0,14.4302197,1803000
-117.92412,33.911938,1992.0,69.0,17.0,5.0,-1.0,131385.0,2.62623923,4.8,14.21340163,1275000
-117.92474,33.904873,2769.0,51.0,16.0,5.0,4.5,131385.0,2.7221608,5.0,15.00713515,1450000
-117.924995,33.90033,2373.0,47.0,13.0,4.0,-1.0,131385.0,2.83415799,5.0,14.48461282,1400000
-117.92376,33.916386,2343.0,56.0,17.0,4.0,-1.0,131385.0,2.60932003,5.0,15.00069737,1337000
-117.92399,33.90536,3770.0,57.0,16.0,4.0,-1.0,131385.0,2.75101147,4.2,13.32445585,1975000
-117.92214,33.91481,1590.0,67.0,18.0,4.0,-1.0,131385.0,2.71087262,4.8,8.96222635,1646500
-117.93678,33.891933,2917.0,60.0,12.0,6.0,-1.0,131385.0,2.62036006,5.0,8.58416927,1875000
-117.95147,33.798717,2061.0,71.0,14.0,0.0,-1.0,90983.0,5.14424537,5.0,10.02651733,1150000
-117.95684,33.79546,2188.0,65.0,15.0,0.0,-1.0,90983.0,4.85580956,5.0,9.61544466,1150000
-117.92216,33.793495,1736.0,70.0,20.0,0.0,-1.0,90983.0,5.28473567,5.0,10.21400787,1130000
-117.92829,33.790253,1880.0,68.0,22.0,0.0,-1.0,90983.0,5.69706818,5.0,9.06851348,1191000
-117.909294,33.785545,1521.0,70.0,21.0,1.0,-1.0,90983.0,4.89466489,5.0,10.33918271,1110000
-117.93252,33.782265,1841.0,75.0,23.0,0.0,-1.0,90983.0,6.15827631,5.0,7.4641614,1800000
-117.90063,33.781055,1555.0,65.0,22.0,2.0,-1.0,90983.0,4.67725024,5.0,7.39595957,1155000
-117.93798,33.75295,2992.0,11.0,24.0,3.0,4.5,82147.0,4.70266471,5.0,6.96211941,1170000
-117.9421,33.754772,1806.0,66.0,28.0,3.0,-1.0,82147.0,4.95266887,5.0,7.29343995,1170000
-117.95038,33.752975,2100.0,67.0,28.0,3.0,-1.0,82147.0,4.8249128,5.0,6.22186083,1200000
-118.03516,33.78569,1839.0,65.0,15.0,3.0,-1.0,126103.0,1.24406922,5.0,4.39756621,1135000
-118.038864,33.78354,1736.0,60.0,18.0,3.0,-1.0,126103.0,1.35236076,4.8,4.44975373,1125000
-118.034225,33.78113,1393.0,59.0,16.0,3.0,-1.0,126103.0,1.56097258,5.0,5.21226385,1200000
-118.03264,33.780876,2527.0,52.0,18.0,3.0,-1.0,126103.0,1.60250096,5.0,3.95395988,1298800
-118.01431,33.779842,2924.0,63.0,23.0,2.0,-1.0,126103.0,2.21330721,5.0,3.91426205,1325000
-118.04063,33.77733,1682.0,59.0,18.0,3.0,-1.0,126103.0,1.77435083,5.0,4.33167292,1100000
-118.03979,33.77584,1486.0,59.0,17.0,3.0,-1.0,126103.0,1.8778552,5.0,4.57368622,1200000
-118.03818,33.7829,1630.0,60.0,20.0,3.0,4.366666666666666,126103.0,1.40007291,5.0,4.77601246,1100000
-118.02881,33.7801,1950.0,61.0,18.0,3.0,3.988888888888889,126103.0,1.72961642,5.0,4.85598374,1400000
-118.02746,33.78322,1911.0,62.0,19.0,3.0,3.988888888888889,126103.0,1.5721723,5.0,4.83009262,1180000
-118.023186,33.78095,1954.0,61.0,21.0,3.0,-1.0,126103.0,1.83385926,5.0,5.50484392,1200000
-118.0223,33.77945,1867.0,61.0,21.0,2.0,4.6,126103.0,1.94796214,5.0,27.82095527,1231000
-118.014435,33.78692,2318.0,65.0,22.0,2.0,4.6,126103.0,1.88533829,5.0,28.94593668,1270000
-117.55038,33.903183,1634.0,53.0,11.0,2.0,4.433333333333333,121031.0,6.71669204,5.0,29.29025672,1150000
-117.55292,33.925014,1826.0,37.0,10.0,1.0,-1.0,121031.0,8.17793442,5.0,28.72564714,1115000
-117.56813,33.939587,2703.0,47.0,5.0,0.0,4.366666666666666,121031.0,9.41900821,5.0,29.14910122,1372000
-117.54365,33.91543,2164.0,55.0,11.0,2.0,4.389999999999999,121031.0,7.38999473,5.0,27.52273945,1100000
-117.56864,33.93742,4428.0,37.0,6.0,0.0,4.33,121031.0,9.29161258,5.0,30.32394104,2100000
-117.58184,33.91637,2902.0,34.0,8.0,0.0,-1.0,121031.0,8.32969205,5.0,27.52820876,1115000
-117.52664,33.933846,1986.0,45.0,5.0,2.0,-1.0,121031.0,8.0639699,4.7,29.87347629,1100000
-117.58535,33.918354,2040.0,51.0,6.0,0.0,-1.0,121031.0,8.55046812,5.0,28.95359643,1100000
-117.53354,33.929966,3514.0,23.0,5.0,2.0,4.300000000000001,121031.0,8.23029085,5.0,30.13014818,1165000
-117.52639,33.908417,3169.0,23.0,8.0,2.0,4.300000000000001,121031.0,6.70006056,5.0,30.90222989,1255000
-117.5313,33.933228,2772.0,48.0,5.0,2.0,-1.0,121031.0,8.33431578,5.0,31.08364908,1600000
-117.51718,33.938423,3569.0,19.0,1.0,2.0,-1.0,121031.0,7.47479068,5.0,16.17418511,1475000
-117.51611,33.94106,3979.0,20.0,1.0,2.0,-1.0,121031.0,7.38682345,5.0,17.35404228,1525000
-117.85721,33.870502,3005.0,47.0,22.0,1.0,-1.0,106298.0,2.86326972,5.0,17.52039838,1500000
-117.842445,33.8828,1295.0,53.0,16.0,2.0,-1.0,106298.0,2.50373649,5.0,17.6739765,1130000
-117.83892,33.88284,2018.0,59.0,13.0,2.0,-1.0,106298.0,2.63676039,5.0,17.06434194,1150000
-117.83804,33.88566,1982.0,56.0,11.0,2.0,4.35,106298.0,2.53682568,5.0,16.53955769,1187000
-117.85599,33.890797,2054.0,57.0,19.0,3.0,-1.0,106298.0,1.6000908,4.7,16.59790156,1372000
-117.86679,33.89099,2050.0,59.0,20.0,3.0,-1.0,106298.0,1.3667801,4.7,9.88579036,1310000
-117.86561,33.891006,2050.0,59.0,20.0,3.0,-1.0,106298.0,1.3782195,5.0,16.34903715,1180000
-117.86914,33.898026,2062.0,56.0,17.0,3.0,-1.0,106298.0,0.86926869,5.0,0.98394375,1145000
-117.86777,33.898956,2425.0,60.0,18.0,3.0,4.3,106298.0,0.81770821,5.0,3.01874529,1312000
-117.85873,33.9007,2543.0,59.0,16.0,4.0,4.199999999999999,106298.0,0.96410972,5.0,2.33821615,1420000
-117.85805,33.86937,2453.0,49.0,25.0,1.0,-1.0,106298.0,2.92608067,5.0,3.28231523,1175000
-117.86824,33.902424,2016.0,48.0,16.0,3.0,-1.0,106298.0,0.57904459,5.0,3.07422365,1100000
-117.861946,33.902016,1888.0,58.0,15.0,4.0,-1.0,106298.0,0.77250582,5.0,3.28679526,1125000
-117.857414,33.90538,1709.0,52.0,13.0,3.0,-1.0,106298.0,0.83860604,5.0,15.1485409,1165000
-117.8673,33.897427,1557.0,62.0,17.0,3.0,4.25,106298.0,0.92614254,5.0,14.60939118,1207000
-117.86152,33.903522,2467.0,51.0,13.0,4.0,-1.0,106298.0,0.71418226,5.0,15.20766266,1250000
-117.86281,33.871033,2868.0,48.0,24.0,1.0,-1.0,106298.0,2.75808695,5.0,14.43379315,1500000
-117.860344,33.903522,2155.0,51.0,13.0,4.0,-1.0,106298.0,0.76488066,5.0,14.42118143,1100000
-117.8615,33.879726,1945.0,51.0,20.0,2.0,4.5,106298.0,2.1871474,5.0,9.97451495,1355000
-117.8586,33.87534,2421.0,47.0,24.0,1.0,-1.0,106298.0,2.52140088,4.7,10.11261025,1150000
-117.85111,33.887833,2125.0,61.0,19.0,3.0,-1.0,106298.0,1.92493128,5.0,9.94521061,1435000
-117.85621,33.901485,2543.0,58.0,15.0,3.0,-1.0,106298.0,1.03775288,4.5,10.4523877,1320000
-117.855644,33.90477,2827.0,52.0,13.0,3.0,4.3,106298.0,0.9483035,5.0,10.66679568,1300000
-117.85252,33.888542,1850.0,56.0,18.0,3.0,-1.0,106298.0,1.83862465,5.0,10.6138026,1270000
-117.85615,33.876625,1945.0,53.0,25.0,1.0,4.3,106298.0,2.47996569,5.0,10.54076856,1200000
-117.85468,33.874027,2113.0,44.0,23.0,1.0,-1.0,106298.0,2.67662259,5.0,11.79657384,1200000
-117.84954,33.882687,1839.0,39.0,20.0,1.0,4.45,106298.0,2.26909091,5.0,11.86767807,1120000
-117.84945,33.881386,1839.0,37.0,20.0,1.0,-1.0,106298.0,2.34794968,5.0,11.53537506,1120000
-117.84713,33.893173,2209.0,60.0,12.0,3.0,-1.0,106298.0,1.8035861,5.0,11.84475556,1200000
-117.84817,33.88237,1839.0,38.0,19.0,1.0,4.222222222222221,106298.0,2.33005831,5.0,11.12450074,1250000
-117.83182,33.914265,3754.0,21.0,6.0,2.0,-1.0,142900.0,2.23936399,5.0,11.23225114,2390000
-117.83062,33.87687,2593.0,34.0,10.0,3.0,-1.0,142900.0,2.37038036,5.0,12.53099269,1430000
-117.83015,33.908413,3799.0,22.0,6.0,3.0,-1.0,142900.0,2.32589633,5.0,11.39711112,2405000
-117.81872,33.897457,1634.0,52.0,6.0,3.0,-1.0,142900.0,1.6062621,4.9,12.49163497,1310000
-117.78231,33.868507,3000.0,33.0,6.0,2.0,4.35,142900.0,1.56846122,5.0,0.51976339,1610000
-117.77899,33.892666,1800.0,39.0,2.0,2.0,2.1,142900.0,0.78845703,5.0,0.60326292,1232000
-117.76699,33.90412,2535.0,40.0,2.0,1.0,4.3,142900.0,1.75544221,5.0,8.50304941,1628888
-117.78492,33.893597,1838.0,54.0,2.0,2.0,-1.0,142900.0,0.49858718,5.0,1.36307619,1220000
-117.767746,33.894054,2380.0,39.0,5.0,1.0,-1.0,142900.0,1.4381409,5.0,0.37545822,1600000
-117.81402,33.88362,1800.0,67.0,8.0,3.0,-1.0,142900.0,1.31587894,5.0,1.66486352,1200000
-119.27349,34.264034,1799.0,52.0,17.0,1.0,-1.0,80363.0,1.48273267,5.0,1.70134128,1799000
-119.27587,34.265224,1024.0,69.0,17.0,1.0,-1.0,80363.0,1.58569273,5.0,1.87373853,1778000
-119.27027,34.259922,1785.0,50.0,17.0,2.0,-1.0,80363.0,1.44906807,5.0,1.56505755,1920000
-119.27822,34.283028,942.0,76.0,14.0,0.0,-1.0,80363.0,1.83112684,5.0,1.70146325,1215000
-119.27483,34.281487,1194.0,96.0,14.0,0.0,-1.0,80363.0,1.61093931,5.0,0.63645933,1468000
-119.2751,34.272156,1737.0,50.0,19.0,0.0,-1.0,80363.0,1.47868297,5.0,0.44630656,1340000
-119.27237,34.264984,1600.0,19.0,17.0,1.0,-1.0,80363.0,1.40029596,5.0,0.74845531,1440000
-119.2736,34.26251,1614.0,43.0,17.0,1.0,-1.0,80363.0,1.52877305,5.0,0.60456623,1561000
-119.2689,34.26124,1371.0,59.0,18.0,2.0,-1.0,80363.0,1.33394457,5.0,1.76850312,1252125
-119.26791,34.255337,1568.0,69.0,16.0,2.0,-1.0,80363.0,1.5502094,5.0,1.44793598,1527840
-119.26517,34.25592,1453.0,59.0,17.0,2.0,4.5,80363.0,1.41596454,5.0,1.12405212,1315000
-119.26231,34.280304,1193.0,99.0,17.0,0.0,-1.0,80363.0,0.95480793,5.0,0.96201981,1225000
-119.276634,34.26736,930.0,68.0,17.0,0.0,-1.0,80363.0,1.59382802,5.0,0.8651808,1300000
-119.27653,34.26705,3325.0,46.0,17.0,0.0,4.199999999999999,80363.0,1.59212001,5.0,1.25408305,1800000
-119.20898,34.300797,4432.0,21.0,1.0,0.0,4.074999999999999,96895.0,2.94591257,5.0,1.25997551,1795000
-119.21133,34.30066,2598.0,59.0,1.0,0.0,3.1,96895.0,2.92937901,5.0,1.57889698,1429000
-119.208015,34.288246,3075.0,64.0,3.0,0.0,3.1,96895.0,2.09283204,5.0,0.29602384,2000000
-119.24361,34.27897,2076.0,69.0,16.0,0.0,4.5,96895.0,0.59480762,5.0,1.57593049,1460000
-119.23988,34.280746,3002.0,51.0,13.0,0.0,-1.0,96895.0,0.82020229,5.0,1.40211898,1344000
-119.19547,34.286835,3337.0,23.0,3.0,0.0,4.5,96895.0,2.21323566,5.0,0.43136986,1325000
-119.23067,34.282852,2562.0,34.0,10.0,0.0,4.5,96895.0,1.30802648,5.0,0.3331782,1170000
-119.22126,34.290054,2875.0,2.0,4.0,0.0,4.35,96895.0,2.03550742,5.0,0.60316852,1980000
-119.21725,34.2685,2530.0,22.0,16.0,1.0,4.35,96895.0,0.75828565,5.0,0.77656207,1350000
-119.219086,34.28217,1715.0,67.0,9.0,0.0,-1.0,96895.0,1.69375093,5.0,0.79856716,1125000
-119.214516,34.29089,1786.0,57.0,3.0,0.0,4.3,96895.0,2.25800646,5.0,0.5113408,1339000
-119.21581,34.29416,2516.0,54.0,2.0,0.0,-1.0,96895.0,2.45486819,5.0,0.9277261,1300000
-119.20485,34.29344,2448.0,4.0,2.0,0.0,-1.0,96895.0,2.47440393,5.0,0.52984802,2200000
-119.53827,34.407898,1818.0,34.0,5.0,0.0,-1.0,115000.0,8.28542863,5.0,0.50373201,1205661
-119.5164,34.4036,1179.0,66.0,5.0,0.0,4.35,115000.0,9.56153118,5.0,0.83288411,1412100
-119.574936,34.420498,1254.0,55.0,0.0,2.0,-1.0,115000.0,6.12431851,5.0,0.8134335,2400000
-119.52866,34.40155,1691.0,36.0,5.0,0.0,-1.0,115000.0,8.89470829,5.0,1.03687352,1160000
-119.512535,34.405724,1164.0,39.0,5.0,0.0,4.5,115000.0,9.75926985,5.0,1.31979812,1325000
-119.51326,34.391064,1136.0,74.0,5.0,0.0,4.666666666666667,115000.0,9.90138475,5.0,1.12011959,2000000
-119.17353,34.212933,2826.0,24.0,20.0,1.0,4.4,88508.0,3.75073319,-1.0,0.82825805,1100000
-119.21821,34.153385,2667.0,36.0,1.0,1.0,4.7,100074.0,7.15320499,5.0,1.6264896,1777000
-119.224945,34.187897,2820.0,18.0,9.0,1.0,4.7,100074.0,4.82913182,5.0,0.86500726,1800000
-119.22494,34.18767,2851.0,15.0,9.0,1.0,-1.0,100074.0,4.84450964,5.0,2.6877309,1670000
-119.22288,34.18678,1994.0,18.0,10.0,1.0,-1.0,100074.0,4.88834071,5.0,2.01951217,1300000
-119.22422,34.185757,1700.0,15.0,9.0,1.0,0.9800000000000001,100074.0,4.96847749,5.0,1.13084422,1149000
-119.229485,34.181267,2237.0,53.0,4.0,1.0,4.433333333333334,100074.0,5.32315082,5.0,1.07227695,2181000
-119.225395,34.180363,3485.0,43.0,8.0,1.0,4.433333333333334,100074.0,5.34525072,5.0,2.70202634,2480000
-119.220566,34.160088,1350.0,69.0,4.0,1.0,3.4,100074.0,6.70159459,5.0,1.80386682,1310000
-119.2318,34.17008,2810.0,36.0,2.0,1.0,-1.0,100074.0,6.10367474,5.0,2.88575354,2100000
-119.23136,34.182987,1804.0,48.0,3.0,1.0,4.375,100074.0,5.22891724,5.0,1.78023942,1615000
-119.23814,34.18453,3188.0,38.0,3.0,1.0,-1.0,100074.0,5.22350942,5.0,2.83759415,1829000
-119.23908,34.18593,1942.0,47.0,3.0,1.0,-1.0,100074.0,5.14739609,5.0,2.01759431,1660000
-119.24079,34.193798,1386.0,63.0,2.0,1.0,2.45,100074.0,4.66835387,5.0,2.38283015,1175888
-119.24122,34.19081,2924.0,36.0,2.0,1.0,-1.0,100074.0,4.8694571,5.0,2.19783468,1650000
-119.24102,34.19116,2816.0,34.0,2.0,1.0,-1.0,100074.0,4.84292087,5.0,2.14968464,1840000
-119.24518,34.193535,2944.0,47.0,2.0,0.0,-1.0,100074.0,4.77971775,5.0,2.64428415,1990000
-119.72332,34.415188,1300.0,67.0,15.0,2.0,-1.0,76130.0,1.66231803,5.0,1.73250532,1825000
-119.71085,34.420128,933.0,107.0,19.0,1.0,-1.0,76130.0,1.65079986,5.0,0.24472632,1315000
-119.71949,34.419033,1109.0,96.0,16.0,2.0,-1.0,76130.0,1.46899759,5.0,0.41745874,1519000
-119.72422,34.416843,1929.0,96.0,17.0,2.0,-1.0,76130.0,1.54100487,5.0,0.34649608,2150000
-119.71967,34.42292,1501.0,90.0,17.0,2.0,-1.0,76130.0,1.21972,5.0,1.91649704,1390000
-119.72504,34.42465,2135.0,76.0,19.0,2.0,-1.0,76130.0,1.00528133,5.0,1.60740083,1985000
-119.696144,34.415104,1653.0,16.0,16.0,1.0,4.4,76130.0,1.00596865,5.0,0.745425,1865000
-119.7439,34.45265,2416.0,60.0,9.0,2.0,-1.0,130325.0,1.27289978,5.0,0.3028057,2457000
-119.73158,34.417686,1484.0,56.0,18.0,2.0,-1.0,130325.0,1.46711036,5.0,1.25122153,1710000
-119.73733,34.41921,2074.0,61.0,19.0,2.0,2.15,130325.0,1.43647751,5.0,9.62181706,2126000
-119.72364,34.433723,0.0,97.0,17.0,2.0,-1.0,130325.0,0.46713811,5.0,12.32869092,1850000
-119.71195,34.452812,2322.0,61.0,7.0,1.0,-1.0,130325.0,1.36085194,5.0,12.06689788,2450000
-119.74634,34.436398,1499.0,27.0,12.0,2.0,-1.0,130325.0,1.0064154,5.0,12.68830259,1465000
-119.736084,34.446598,1506.0,55.0,13.0,2.0,-1.0,130325.0,0.6675856,5.0,12.19920504,1400000
-119.72021,34.43974,1639.0,38.0,17.0,2.0,-1.0,130325.0,0.50072862,5.0,13.77793654,1292500
-119.74577,34.436077,1573.0,27.0,13.0,2.0,-1.0,130325.0,0.97858073,5.0,13.69796995,1500000
-119.72752,34.44136,1455.0,76.0,14.0,2.0,4.3,130325.0,0.18722114,5.0,13.66761296,1645000
-119.72538,34.443962,1257.0,76.0,14.0,2.0,4.3,130325.0,0.40262248,5.0,11.80287494,1859000
-119.72626,34.444027,1152.0,78.0,14.0,2.0,-1.0,130325.0,0.38393834,5.0,12.76405432,1500000
-119.72688,34.448544,1267.0,74.0,13.0,2.0,-1.0,130325.0,0.67324611,5.0,0.04788795,1875000
-119.73327,34.446953,2121.0,76.0,13.0,2.0,-1.0,130325.0,0.60602448,5.0,1.27517795,2250000
-119.72805,34.44894,1960.0,61.0,13.0,2.0,-1.0,130325.0,0.69203428,5.0,3.2176471,1800000
-119.73283,34.44901,1540.0,77.0,13.0,2.0,-1.0,130325.0,0.72948736,5.0,2.65161238,1530000
-119.738754,34.441593,0.0,73.0,13.0,2.0,-1.0,130325.0,0.58900875,5.0,1.688858,2150000
-119.739746,34.427517,2772.0,46.0,15.0,2.0,-1.0,130325.0,0.99633529,5.0,3.01793157,2250000
-119.73914,34.447514,1460.0,61.0,13.0,2.0,-1.0,130325.0,0.82969684,5.0,2.15107341,2050000
-119.74285,34.43508,1565.0,64.0,14.0,2.0,-1.0,130325.0,0.83518419,5.0,2.92582124,2100000
-119.73403,34.444885,1452.0,75.0,13.0,2.0,-1.0,130325.0,0.5032787,5.0,2.37348598,1500000
-119.730286,34.43549,1677.0,77.0,18.0,2.0,4.1,130325.0,0.24708789,5.0,3.06897273,2105000
-119.733826,34.446983,1503.0,62.0,13.0,2.0,-1.0,130325.0,0.62144356,5.0,1.5389976,1735000
-119.74524,34.42617,1962.0,62.0,14.0,2.0,-1.0,130325.0,1.27672463,5.0,1.70182338,2173160
-119.7424,34.42807,2204.0,64.0,14.0,2.0,-1.0,130325.0,1.06943805,5.0,2.80524675,1995000
-119.77551,34.457294,3276.0,60.0,7.0,2.0,-1.0,112684.0,2.93940683,5.0,2.01066442,2450000
-119.76969,34.442787,1284.0,73.0,10.0,3.0,-1.0,112684.0,2.3373027,5.0,2.82349519,1354000
-119.74616,34.447018,2205.0,40.0,10.0,2.0,4.3,112684.0,1.12877557,5.0,2.74264742,2460000
-119.75307,34.44829,0.0,92.0,9.0,2.0,-1.0,112684.0,1.51890659,5.0,2.39015635,1252680
-119.761154,34.44567,2017.0,66.0,10.0,3.0,2.933333333333334,112684.0,1.89363224,4.9,1.83522025,1470000
-119.76925,34.43983,2193.0,18.0,10.0,3.0,-1.0,112684.0,2.29785298,5.0,1.55131601,1530000
-119.776276,34.43791,0.0,63.0,9.0,2.0,-1.0,112684.0,2.69822632,5.0,1.87521209,1865000
-119.783966,34.44514,1643.0,28.0,8.0,2.0,-1.0,112684.0,2.35337861,5.0,0.68830422,1325000
-119.78825,34.428246,1123.0,52.0,5.0,2.0,4.2,112684.0,2.26252919,5.0,1.15014903,1200000
-119.77906,34.432552,1778.0,60.0,8.0,2.0,-1.0,112684.0,2.67546151,5.0,2.31648252,1740000
-119.76893,34.447376,1564.0,71.0,9.0,3.0,-1.0,112684.0,2.35193804,5.0,2.42382715,1250000
-119.76831,34.448856,2169.0,60.0,9.0,3.0,-1.0,112684.0,2.3453666,5.0,2.92780223,1670000
-119.75715,34.45275,2222.0,60.0,9.0,2.0,-1.0,112684.0,1.86824576,5.0,2.61884155,1875000
-119.79553,34.456234,1667.0,61.0,5.0,2.0,-1.0,134897.0,1.98268088,5.0,1.70102294,1710000
-119.79334,34.442986,1881.0,25.0,8.0,3.0,-1.0,134897.0,1.80660331,5.0,3.44284467,1350000
-119.81947,34.466377,2354.0,53.0,7.0,1.0,-1.0,134897.0,1.78499017,5.0,1.37615594,2350000
-119.80348,34.437637,1561.0,62.0,13.0,3.0,-1.0,134897.0,1.24218849,5.0,1.16110829,1595000
-119.80252,34.43456,2474.0,24.0,13.0,3.0,-1.0,134897.0,1.34809413,5.0,1.81147878,2465000
-119.79211,34.444668,1920.0,63.0,8.0,3.0,-1.0,134897.0,1.88913951,5.0,0.63553989,2000000
-119.798965,34.427113,1605.0,50.0,8.0,3.0,-1.0,134897.0,1.75489231,5.0,0.59455559,1260000
-119.79899,34.426514,1582.0,50.0,8.0,3.0,-1.0,134897.0,1.77618443,5.0,1.45847191,1285000
-119.79847,34.43914,1574.0,60.0,13.0,3.0,-1.0,134897.0,1.51261815,5.0,0.60831623,1380000
-119.80029,34.426636,1388.0,50.0,9.0,3.0,-1.0,134897.0,1.7102013,5.0,1.21694702,1100000
-119.79966,34.435547,0.0,59.0,13.0,3.0,-1.0,134897.0,1.4853974,5.0,1.51779712,1637500
-119.80037,34.43989,1904.0,62.0,13.0,3.0,-1.0,134897.0,1.40138358,5.0,2.10412029,1600000
-119.80473,34.448174,1561.0,58.0,13.0,3.0,4.366666666666667,134897.0,1.25755751,5.0,1.89038847,2100000
-119.80536,34.44502,2710.0,56.0,13.0,3.0,-1.0,134897.0,1.15230427,5.0,1.017847,2200000
-119.80623,34.432247,2121.0,51.0,14.0,3.0,-1.0,134897.0,1.2183148,5.0,2.27223812,1781000
-119.81027,34.450245,1562.0,40.0,13.0,3.0,-1.0,134897.0,1.05758791,5.0,2.80208391,1500000
-119.81569,34.457287,1761.0,54.0,12.0,2.0,-1.0,134897.0,1.24899546,5.0,0.84944724,1710000
-119.79477,34.430485,1352.0,61.0,7.0,3.0,4.380000000000001,134897.0,1.86031648,4.7,2.2959594,1130300
-119.81192,34.450394,1368.0,52.0,13.0,3.0,-1.0,134897.0,0.99175308,5.0,2.18156703,1295000
-119.79565,34.449852,1408.0,40.0,7.0,2.0,-1.0,134897.0,1.7805902,5.0,2.22924947,1615000
-119.79403,34.450645,2261.0,54.0,6.0,2.0,-1.0,134897.0,1.88620802,5.0,2.70991791,1850000
-119.818405,34.45572,2386.0,59.0,12.0,2.0,-1.0,134897.0,1.09015346,5.0,2.42993454,2200000
-119.78547,34.453484,2715.0,44.0,5.0,2.0,-1.0,134897.0,2.41149116,5.0,0.60196884,2447000
-119.90153,34.43119,2421.0,11.0,4.0,2.0,4.05,79553.0,4.41452685,5.0,1.20446615,1765000
-119.894905,34.43814,1713.0,57.0,4.0,2.0,-1.0,79553.0,3.99111771,5.0,1.34385343,1350000
-119.8842,34.4391,1681.0,55.0,4.0,2.0,-1.0,79553.0,3.37891848,5.0,1.31381316,1425000
-119.89442,34.439754,1234.0,57.0,4.0,2.0,-1.0,79553.0,3.95985985,5.0,1.45345439,1500000
-119.88421,34.440754,1681.0,56.0,4.0,2.0,-1.0,79553.0,3.37738202,5.0,2.00949443,1520000
-119.82341,34.445538,1386.0,61.0,13.0,2.0,4.6,79553.0,0.33583363,5.0,0.75758564,1500000
-119.8776,34.42432,2439.0,55.0,4.0,2.0,-1.0,79553.0,3.20847144,5.0,2.12745645,1790700
-119.82575,34.447254,1386.0,60.0,10.0,2.0,4.05,79553.0,0.4447857,5.0,2.21356936,1700000
-119.835495,34.447838,1927.0,62.0,9.0,2.0,-1.0,79553.0,0.77115083,5.0,2.28223088,1500000
-119.82911,34.449482,2075.0,37.0,10.0,2.0,-1.0,79553.0,0.64129232,5.0,2.55580057,1895000
-119.83373,34.453136,1400.0,53.0,9.0,2.0,-1.0,79553.0,0.98397785,5.0,1.73108815,1640000
-119.83571,34.440582,1140.0,65.0,11.0,2.0,-1.0,79553.0,0.61402205,5.0,2.11253783,1363000
-119.84074,34.44522,1468.0,62.0,12.0,3.0,-1.0,79553.0,0.94984041,5.0,1.90854812,1630000
-119.84037,34.44225,1280.0,64.0,12.0,3.0,-1.0,79553.0,0.88479103,5.0,2.48018539,1345000
-119.845,34.449913,1507.0,61.0,11.0,3.0,-1.0,79553.0,1.30291784,5.0,2.3002458,1986000
