livingArea,years_since_built,GasStation_Count,GolfCourse_Count,average_bar_rating,household_income,TraderJoes_distance,best_school_rating,coast_distance,price
7.247792581767846,28.0,9.0,0.0,-1.0,12.04030727557193,1.0059580680129674,5.0,9.71676627,1320000
8.259716961021523,21.0,2.0,4.0,-1.0,11.896519808660177,0.8888186502359783,5.0,4.85238061,2250000
7.201170883281678,59.0,5.0,1.0,3.580000000000001,12.115600742366098,1.2444072565613795,5.0,0.27487488,2125000
7.048386408721883,69.0,20.0,1.0,-1.0,11.751288608481122,1.0365186873878,5.0,1.10262179,1348000
6.85751406254539,92.0,16.0,2.0,-1.0,11.240210819640234,0.9342635802631347,4.9,1.43985128,1600000
7.901377353792616,56.0,4.0,2.0,4.0,11.804811189682583,1.350282570662609,5.0,18.10439111,1450000
7.738488122494646,100.0,20.0,2.0,4.300000000000001,12.206487559441491,0.6940415704740174,5.0,2.17384508,2000000
7.168579897264035,72.0,24.0,1.0,4.4,11.516369527372783,0.5259722226828156,5.0,3.32539126,1450000
7.674152921281675,100.0,31.0,1.0,-1.0,11.377563827039552,0.17496911034833507,5.0,10.10260062,1195000
7.502738210754851,55.0,4.0,2.0,4.0,11.804811189682583,1.314788058609888,5.0,18.43523077,1115000
7.70210434005105,48.0,9.0,4.0,4.3,11.740937147681299,1.5804945451735917,5.0,11.92621782,1480000
7.268920128193722,66.0,18.0,1.0,4.3,11.871627353268588,0.7126520919745222,5.0,3.5397124,1370000
7.590346945602565,71.0,35.0,1.0,-1.0,11.377563827039552,0.2268911443072153,5.0,10.40326363,1500000
8.213381737034572,62.0,16.0,1.0,-1.0,11.689874281073465,1.379203560709735,5.0,4.11564834,1600000
7.444833273892193,50.0,7.0,1.0,-1.0,12.125155388883474,1.0685264135480566,5.0,3.44748124,1484000
7.684324067681155,66.0,4.0,1.0,4.5,12.429224196812383,1.551813030520717,5.0,6.28511152,1650000
6.890609120147166,84.0,5.0,2.0,4.540000000000001,11.824826867300077,1.3181655679953974,5.0,0.28864215,1850000
7.787382026484701,23.0,4.0,3.0,4.399999999999999,11.861749672364247,0.971912898957761,5.0,2.77476578,1500000
7.6324011266014535,46.0,12.0,2.0,4.533333333333332,11.824826867300077,0.8254233000336809,5.0,1.21741903,2317000
8.138856750696325,17.0,3.0,3.0,-1.0,12.003974821092621,1.019604004960244,5.0,3.526539,1950000
8.01829613851552,21.0,11.0,0.0,-1.0,12.04030727557193,0.8887773173602186,4.1,8.85263004,2100000
8.089789175789319,47.0,4.0,4.0,-1.0,11.819998315213942,1.279152776967473,5.0,12.18666082,2000000
8.556606193773073,81.0,10.0,3.0,4.016666666666667,11.55163643284084,0.4373098070228729,5.0,1.20889021,1975000
7.3783837129967145,49.0,11.0,2.0,4.053846153846154,11.858852860362196,1.321619654709526,5.0,0.72518885,1230000
7.348587530927593,99.0,29.0,3.0,4.316666666666666,11.8618978199901,1.15835873676756,5.0,1.92036549,1382000
7.824445930877619,60.0,28.0,0.0,4.225000000000001,12.08271221005554,0.5510969598216986,5.0,0.48626691,1905000
7.419979923661835,124.0,33.0,2.0,2.2,12.157118717952248,0.7149732788649791,5.0,2.12074451,1450000
7.501634457883413,35.0,11.0,2.0,-1.0,12.024580744476696,0.9739734115960602,4.1,9.38319137,1375000
7.711996507047669,98.0,27.0,2.0,4.466666666666667,11.701328492080052,1.3215970993836972,5.0,1.94846987,1975000
7.423568444259167,29.0,12.0,0.0,-1.0,12.04030727557193,0.9467070575994542,5.0,9.13760566,1194000
7.866338923046544,18.0,5.0,3.0,3.828571428571428,12.003974821092621,0.4686268882225796,5.0,4.14991597,1825000
7.888334500738654,36.0,11.0,3.0,4.45,11.740937147681299,0.6599187609007559,5.0,10.34374996,1700000
8.034631032923107,29.0,3.0,0.0,3.912500000000001,11.285698588218382,1.107689680865396,5.0,11.85610081,1611500
8.202756381655638,42.0,4.0,1.0,4.5,12.429224196812383,1.3373506542883873,5.0,7.20909591,1600000
8.361007108226909,41.0,6.0,2.0,4.35,11.869907361794104,0.5065599366453699,5.0,19.44685173,2200000
6.852242569051878,73.0,3.0,2.0,3.98125,11.824826867300077,1.4720074310902485,5.0,0.13004927,1950000
7.852050207265889,52.0,10.0,2.0,4.061111111111111,11.532365281360452,0.9723215221855941,5.0,0.60414928,1800000
7.855544677915663,12.0,2.0,2.0,3.8,11.767397126164102,2.2650635345793915,5.0,12.76801598,1350000
7.665284718471351,45.0,6.0,3.0,3.58,11.796207873077321,1.4648445694162828,5.0,6.4166479,1400000
7.9102237070973445,55.0,5.0,3.0,4.029411764705882,11.796207873077321,1.3882621063387839,5.0,6.4045751,1750000
7.492760300922379,77.0,22.0,4.0,4.0,11.613367906704086,0.41744227463059475,5.0,1.67391187,1225000
7.377133712833954,29.0,4.0,3.0,4.6,12.413627319222229,1.4225536768341644,5.0,15.94736216,1160000
7.455298485683291,28.0,4.0,4.0,2.25,11.861749672364247,1.1968794166314305,5.0,2.18222783,1270000
7.61972421378267,46.0,3.0,1.0,2.25,11.568483153888918,1.6409076565945884,5.0,20.76043469,1328000
7.3758821482150125,71.0,18.0,0.0,4.6,11.418438945864281,1.7944770432764519,5.0,8.55905383,1210000
7.853993087224244,62.0,12.0,0.0,2.25,11.285698588218382,1.299969323999704,5.0,13.25299846,1105000
7.523481312573497,26.0,9.0,0.0,-1.0,12.04030727557193,1.3676319949288527,5.0,10.8552488,1390000
6.729824070489475,76.0,6.0,1.0,-1.0,11.824131174343554,1.367230364918588,5.0,0.16734527,1290000
7.384610383176974,68.0,20.0,1.0,4.4,11.751288608481122,0.6067665954883461,5.0,2.29036828,1710000
8.355850041007475,120.0,31.0,2.0,-1.0,12.157118717952248,0.6462308197240025,5.0,29.82207503,1300000
8.180320874773685,20.0,5.0,1.0,-1.0,11.70381025242467,2.202719070480344,5.0,55.0776258,1330000
8.945332616563274,34.0,0.0,0.0,-1.0,12.061249165156303,1.518847442854332,5.0,0.69233157,2300000
7.69484807238461,24.0,4.0,3.0,-1.0,12.003974821092621,1.1293956224182244,5.0,0.42332542,1400000
7.682021510826875,24.0,11.0,0.0,4.3,11.915058360753719,0.25120072959523326,5.0,0.42332542,2400000
7.4673710669175595,39.0,7.0,1.0,4.5,11.896519808660177,1.4320513130820998,5.0,1.17381699,1416000
7.9817332866918855,62.0,34.0,0.0,-1.0,11.932398666666236,0.7807987854765981,5.0,2.08014212,1720000
7.501082124259871,22.0,4.0,3.0,-1.0,12.133507329024972,1.4123403428588095,5.0,3.1143419,1775000
6.93537044601511,70.0,24.0,1.0,-1.0,11.871627353268588,0.7136047991848167,5.0,1.46110377,1320000
7.110696122978827,106.0,11.0,3.0,-1.0,11.284191315342774,0.20246418347333534,5.0,3.09423051,1400000
7.529943370601589,83.0,26.0,1.0,4.4,12.206487559441491,1.0080156121664339,5.0,0.33146381,1900888
6.878326468291325,84.0,15.0,3.0,-1.0,11.588867468545386,0.936988139127481,5.0,1.78690416,1207500
7.274479558773871,68.0,25.0,1.0,-1.0,11.87608136208865,0.7834241011036452,5.0,2.01280607,1335182
7.553810852008231,19.0,6.0,1.0,-1.0,12.177246125104842,1.3771000173864365,5.0,1.18957752,1760000
7.147559271189454,50.0,17.0,1.0,-1.0,12.115600742366098,0.8427968517427094,5.0,3.1328057,1340000
8.259716961021523,1.0,20.0,3.0,-1.0,11.688088124565704,1.2470735946576281,5.0,3.59699599,1975000
7.79934339821592,22.0,6.0,2.0,4.1,12.003974821092621,1.12049308187826,5.0,0.35401383,1850000
7.592366128519796,40.0,9.0,1.0,4.4,11.858852860362196,1.2287178945637218,5.0,2.50028362,1425000
7.244941546337007,122.0,23.0,4.0,4.4,11.701328492080052,0.6415781271017253,5.0,4.34334642,1145000
7.4073177104694174,35.0,13.0,0.0,-1.0,12.220138259354885,1.5651334779190464,5.0,3.16922,1910000
7.190676034332207,39.0,5.0,1.0,4.4,11.858852860362196,0.7243917455706832,5.0,0.14408461,1252250
7.210079628170788,47.0,15.0,0.0,-1.0,11.427062519190052,0.6296473251556495,5.0,16.12946834,2400000
7.763871287820222,53.0,9.0,1.0,-1.0,11.647849637226749,1.5086500683822084,5.0,0.39528796,1350000
7.824445930877619,20.0,17.0,0.0,-1.0,11.751288608481122,1.2312475953441804,5.0,0.51904198,1545000
7.601402334583733,114.0,9.0,3.0,-1.0,11.538144768103075,0.7142925824013246,5.0,3.55339695,1431000
8.138856750696325,18.0,4.0,2.0,4.533333333333334,12.003974821092621,0.8960443093154241,5.0,19.08521348,1985000
7.944846711001996,48.0,9.0,2.0,-1.0,11.879989257460574,1.411151721114273,5.0,0.06994449,1600000
8.06117135969092,50.0,8.0,1.0,-1.0,11.858852860362196,1.2729519553187618,5.0,1.79382603,2500000
7.602401335665818,80.0,22.0,3.0,-1.0,11.399980705954095,0.7081436837850058,5.0,1.30077467,1165000
6.825460036255307,85.0,31.0,1.0,-1.0,11.848046789520485,1.0167031784038976,5.0,0.15890717,1175000
7.454141078146678,38.0,4.0,1.0,-1.0,11.824131174343554,1.534256119017563,5.0,12.56412729,2195000
8.287276755814599,0.0,2.0,2.0,-1.0,11.767397126164102,2.3092367436344725,5.0,0.34946243,1750000
8.058643712215618,156.0,14.0,2.0,4.3,11.532365281360452,0.28227902725604026,5.0,2.52320688,1554000
7.888709524182015,60.0,25.0,1.0,-1.0,11.87608136208865,0.5540887246801267,5.0,1.20994999,1440000
7.8528278122817445,30.0,6.0,0.0,-1.0,11.896519808660177,1.3286539637916184,5.0,9.0499997,1765000
8.061486866871327,17.0,3.0,0.0,-1.0,12.024580744476696,1.5866685487643069,5.0,0.40847729,2153000
7.471363088187097,35.0,10.0,0.0,-1.0,11.915058360753719,0.26595868141942547,5.0,1.12714166,1678000
7.651595573857601,28.0,11.0,2.0,4.75,11.55163643284084,0.3834923181114227,5.0,3.94544056,1375000
7.692569648067906,21.0,2.0,4.0,4.6,12.133507329024972,0.42173819363219195,5.0,16.92972878,1550000
7.649216319820633,47.0,9.0,0.0,4.366666666666666,11.938794326851387,0.975685070614394,5.0,1.85958033,1475000
7.134890851565884,117.0,33.0,0.0,4.366666666666666,12.126336557510694,1.0314691197118966,5.0,10.16674089,1550000
8.281723990411392,61.0,23.0,1.0,4.5,11.241969396434033,1.8435917601641976,5.0,1.21586616,1313000
7.860956364876389,38.0,11.0,1.0,-1.0,11.824826867300077,0.9008557795039496,5.0,0.89239579,1785000
8.038189179973203,18.0,9.0,1.0,4.25,11.513675183860775,1.7845082274046984,5.0,4.47444149,1700000
7.257002707092073,62.0,18.0,2.0,-1.0,11.787035857391915,1.2290710380555636,5.0,2.66226264,1200000
7.062191632286556,71.0,22.0,0.0,-1.0,11.932142250507983,0.843162619193611,5.0,0.88622697,1348000
6.906754778648554,114.0,7.0,4.0,4.4,11.538144768103075,0.7040394142180141,5.0,9.35278549,1220000
7.29505641646263,54.0,6.0,2.0,-1.0,11.896519808660177,0.6738988646048438,5.0,11.22100283,1100000
7.724004656676065,21.0,3.0,0.0,-1.0,12.04030727557193,1.4104258480159988,5.0,3.36427674,1305000
7.0909098220799835,100.0,26.0,1.0,4.266666666666667,11.516369527372783,0.6852487851964864,5.0,0.43384599,1535000
7.496097345175956,74.0,19.0,2.0,4.35,11.55163643284084,0.531051931885009,5.0,0.31489572,1325000
7.611842399580417,58.0,4.0,1.0,4.1,11.824131174343554,1.5670978516507716,5.0,14.09649867,1299000
7.724888439323074,67.0,28.0,0.0,4.233333333333333,11.4132487657807,1.395495943909393,5.0,4.40636933,1100000
7.181591944611865,33.0,9.0,1.0,-1.0,11.871627353268588,0.9232069555650007,5.0,16.93808322,1144000
7.890208213109961,43.0,10.0,0.0,-1.0,11.938794326851387,0.945543968988829,5.0,5.2981719,1550000
7.884952945759814,44.0,0.0,0.0,-1.0,11.626870032011707,1.8132978963412354,5.0,0.46636107,1750000
7.390798521735676,70.0,12.0,4.0,-1.0,11.672404779515551,0.48749933293278563,5.0,6.17481714,1165000
7.552237287560802,65.0,13.0,3.0,4.2,11.54287254133818,1.7096496544766904,5.0,4.3521149,1225000
7.315218389752975,53.0,15.0,0.0,-1.0,11.932142250507983,1.3887393920940307,5.0,3.5011418,1900000
7.771910256435763,33.0,3.0,3.0,4.2,12.003974821092621,1.0506004010628884,5.0,4.44808877,1675000
7.198183577101943,74.0,20.0,1.0,4.2,11.689874281073465,1.4630329840043947,5.0,0.84663681,1705000
7.853993087224244,47.0,7.0,4.0,-1.0,11.538144768103075,0.7138291711029079,5.0,2.17246161,1900000
7.38770923908104,99.0,29.0,0.0,4.2,12.126336557510694,1.0171824151580942,5.0,5.59684637,1650000
6.75110146893676,74.0,31.0,1.0,-1.0,11.689874281073465,1.351145967804959,5.0,6.33299731,1528000
8.77971129020447,20.0,0.0,3.0,4.5,12.024580744476696,1.5394148447629525,5.0,4.31614188,1190000
7.213031659834869,70.0,16.0,1.0,-1.0,11.689874281073465,1.3289094795792444,5.0,1.66996978,1510000
7.446585099157725,103.0,18.0,1.0,4.266666666666667,11.622774890380253,0.798401305058433,5.0,13.52793765,1850000
7.718240951959316,94.0,0.0,1.0,4.45,11.938794326851387,1.8496666169560751,5.0,1.26217737,1320000
7.532088143541722,54.0,4.0,4.0,4.15,11.538144768103075,0.6147223155562436,5.0,4.96664953,1215000
7.174724309836376,53.0,9.0,0.0,3.9,12.220138259354885,1.485167481560733,5.0,1.65282154,1920000
7.208600337960199,83.0,16.0,4.0,-1.0,11.624431060887769,0.5972659992652936,5.0,1.46647927,1100000
7.368339686311381,28.0,6.0,3.0,-1.0,12.133507329024972,1.3423253391701424,5.0,1.15272348,1335000
7.426549072397305,56.0,15.0,1.0,4.4,11.87608136208865,0.4441755949642975,5.0,1.3222811,1425000
7.575584651557793,114.0,35.0,0.0,-1.0,11.932398666666236,0.7147658979618144,5.0,4.29889549,1775000
7.3783837129967145,72.0,16.0,1.0,-1.0,11.689874281073465,1.2816101333944867,5.0,14.15632851,1325000
7.691200097522863,46.0,0.0,1.0,-1.0,11.767397126164102,1.8493298346857645,5.0,18.11637282,2175000
7.107425474110705,47.0,11.0,0.0,4.0,11.938794326851387,0.30136046277422984,5.0,0.67520343,1255000
7.483806687665835,85.0,33.0,0.0,-1.0,12.08271221005554,0.621780531390731,5.0,0.83695585,1500000
7.859026979751538,48.0,9.0,2.0,-1.0,11.879989257460574,1.2172645819661312,5.0,3.99466935,1410000
7.496097345175956,61.0,1.0,0.0,4.2,11.481393517357066,1.2886495499333024,5.0,3.09335447,1150000
7.170888478512505,83.0,26.0,0.0,4.2,12.206487559441491,1.012094055517612,5.0,1.78794327,1580000
7.00397413672268,79.0,22.0,1.0,-1.0,12.050669515047263,0.4170835979652146,5.0,6.95091988,1230000
7.630946580890459,50.0,4.0,1.0,4.2,12.429224196812383,1.399927298884492,5.0,3.90381559,1555000
6.478509642208569,125.0,17.0,1.0,-1.0,11.689874281073465,1.479242225580463,5.0,4.01092319,2000000
7.7651449029361315,53.0,12.0,2.0,4.2,11.819107846481568,1.367996819963112,5.0,0.44841916,1800000
7.411556287811163,62.0,1.0,0.0,-1.0,11.938794326851387,1.376138653553369,5.0,0.236073,1150000
8.641002477142523,104.0,17.0,2.0,4.25,11.588867468545386,1.3826799168791746,5.0,0.88326677,2290000
7.61085279039525,40.0,12.0,1.0,-1.0,11.915058360753719,0.4025008657462268,5.0,5.08377493,2112500
7.291656209174461,48.0,11.0,0.0,-1.0,12.220138259354885,1.5998525936959043,3.0,2.51834311,1900111
7.415175109613295,69.0,18.0,2.0,-1.0,11.78805407135039,1.2280638233122305,3.0,2.89924247,1700000
7.793586803371584,35.0,7.0,2.0,-1.0,11.858852860362196,0.8108854463252833,4.8,0.78629377,1895000
7.950149887652018,3.0,11.0,1.0,-1.0,11.858852860362196,0.8550678471341403,4.8,2.52615608,2500000
7.494986233950533,124.0,35.0,0.0,4.1,12.126336557510694,0.9369226426706823,5.0,30.03053986,1775000
8.465899897028686,20.0,3.0,1.0,-1.0,11.70381025242467,2.176581444247321,5.0,3.97772766,1475000
7.546974117516527,75.0,18.0,4.0,2.15,11.787035857391915,1.274440008849623,5.0,11.35853135,1200000
7.669028288589683,100.0,26.0,2.0,-1.0,12.34753748497882,0.9148039030918496,5.0,1.9001445,2428880
7.650168700845001,45.0,23.0,1.0,-1.0,12.115600742366098,0.634755139055366,5.0,0.59980435,1587500
7.346010209913293,26.0,4.0,2.0,-1.0,11.284191315342774,1.6908425697714633,5.0,0.71986681,1275000
7.61085279039525,66.0,21.0,0.0,-1.0,11.932142250507983,0.5808719186076778,5.0,3.00930944,2150000
7.91862865334224,30.0,9.0,0.0,-1.0,11.377563827039552,0.9369447926763638,5.0,9.71308764,2370000
7.432483807917119,60.0,4.0,2.0,4.466666666666667,11.284191315342774,1.5927873377963215,5.0,0.90966723,1475000
7.4377951216719325,65.0,19.0,2.0,4.064705882352942,11.744862242306379,1.049028325523619,5.0,5.56342798,1150000
7.512071245835466,69.0,8.0,0.0,4.2,11.932142250507983,1.1388025572915719,5.0,4.80633444,2145000
7.074116816197362,83.0,26.0,3.0,-1.0,12.125155388883474,0.5197744136404288,5.0,0.93967045,1600000
7.604396348796338,47.0,5.0,1.0,4.4,11.824131174343554,1.5613401783795946,5.0,1.05018862,1460000
7.148345743900068,53.0,6.0,0.0,4.6,11.532365281360452,1.0560410846169368,5.0,0.99117239,1313000
7.45298232946546,51.0,0.0,3.0,4.405,11.767397126164102,2.0252463131197542,5.0,14.49891831,1325000
7.190676034332207,39.0,5.0,1.0,-1.0,11.858852860362196,0.687087110370593,5.0,3.09698005,1310000
7.655390644826152,64.0,21.0,4.0,4.3,11.35300316131972,1.3810169274316744,5.0,14.14584532,1110000
7.1204443723924875,39.0,6.0,2.0,4.05,12.133507329024972,1.273309918154693,5.0,1.87239005,1350000
8.005367067316664,25.0,8.0,2.0,4.300000000000001,11.861749672364247,1.5676647073231267,5.0,0.44879297,2175000
7.643961949002529,11.0,4.0,1.0,-1.0,11.824131174343554,1.7326888093870492,5.0,0.3073375,2050000
7.644440761556566,66.0,15.0,2.0,-1.0,11.95341660340203,1.1704764553721285,5.0,8.92759624,1550000
7.886832998955057,23.0,4.0,2.0,-1.0,12.003974821092621,0.6101198240834718,5.0,4.63528968,1650000
7.246368080102461,26.0,21.0,1.0,-1.0,11.890896038769,0.7622499820043775,5.0,2.00560798,1360000
7.049254841255837,65.0,23.0,1.0,-1.0,11.871627353268588,0.6205576004499722,5.0,2.67707951,1330000
7.8674885686991285,21.0,3.0,0.0,4.205,11.938794326851387,1.2064531427418235,5.0,17.86632092,1325750
7.4413203897176174,54.0,3.0,1.0,-1.0,11.513675183860775,1.821484354764384,5.0,0.30991589,1325000
8.028129059431759,13.0,20.0,3.0,-1.0,11.624431060887769,0.6942519600662669,5.0,1.74414983,1850000
7.4815557019095165,76.0,30.0,1.0,4.36,11.741597704881316,0.6868125792711357,5.0,3.63839738,1850000
7.602401335665818,76.0,12.0,1.0,4.133333333333333,11.532365281360452,0.7274200337946705,5.0,1.05618007,1875000
7.0431599159883405,62.0,5.0,0.0,4.449999999999999,11.652696102959753,2.3326555905108224,5.0,0.77771109,1360250
7.765993079407675,47.0,10.0,1.0,4.566666666666666,11.858852860362196,0.2836905644721118,5.0,2.34853767,1850000
6.878326468291325,68.0,34.0,0.0,4.649999999999999,12.188784055392631,1.1185594839452078,5.0,3.14384844,1325000
7.062191632286556,120.0,20.0,2.0,4.566666666666666,11.525762713771721,0.4329611824467715,5.0,0.44979063,1300000
7.505492274737424,124.0,31.0,2.0,4.4,12.157118717952248,0.5324206026634761,5.0,2.27578892,1635000
8.309676895987726,37.0,16.0,3.0,-1.0,11.605987665415764,1.2262530626989574,4.5,24.74938022,1875000
7.493317248862145,100.0,33.0,2.0,-1.0,11.932398666666236,1.204638887443315,4.1,1.55522454,1805000
7.52456122628536,50.0,10.0,3.0,4.166666666666667,11.588867468545386,0.450273654560291,5.0,0.05178751,1175000
7.8504931808711405,62.0,4.0,2.0,-1.0,12.023369015755632,1.2440691465042035,5.0,1.22590656,2420000
7.860570785538664,29.0,25.0,4.0,4.399999999999999,11.35300316131972,1.0403437235440751,5.0,15.27350216,1130000
7.914617709040679,29.0,25.0,1.0,4.55,11.574547236526397,0.8060339736040851,5.0,9.19200524,1375000
7.022868086082641,38.0,18.0,1.0,4.482352941176471,12.115600742366098,0.6894651050322634,5.0,1.0836404,1260000
7.60688453121963,76.0,30.0,1.0,-1.0,11.741597704881316,0.4859282074047585,5.0,3.11994685,1750000
7.608374474380783,60.0,8.0,0.0,4.8,11.377563827039552,0.9703863552674025,5.0,9.72886787,2145000
6.974478911025045,134.0,35.0,0.0,-1.0,11.932398666666236,0.8902790586056313,5.0,1.59133844,1210000
8.143807976771484,21.0,12.0,0.0,-1.0,12.04030727557193,0.7020408196476013,5.0,8.59282611,2355000
7.026426808699636,77.0,17.0,1.0,-1.0,11.622774890380253,0.8009861418324778,5.0,1.83163631,1620000
7.280008252884188,46.0,21.0,0.0,4.459999999999999,12.050669515047263,0.714624727923468,5.0,1.09028546,1480800
7.3343293503005365,70.0,16.0,0.0,3.6,11.481393517357066,0.5372455670759533,5.0,1.86641711,1365000
7.333676395657684,97.0,23.0,2.0,2.4,11.399980705954095,0.6368070935639388,5.0,1.09544563,1350000
7.055312843339752,116.0,31.0,3.0,-1.0,11.8618978199901,0.9863913868756438,4.9,2.26897299,1200000
7.86480400332846,22.0,13.0,2.0,-1.0,11.574011156948067,1.1002134028670696,5.0,17.98986854,1305000
7.396948602621014,69.0,20.0,1.0,4.27,11.751288608481122,0.5008904994572025,5.0,2.3996621,1380000
6.910750787961936,115.0,31.0,1.0,-1.0,11.8618978199901,1.0684238314688153,5.0,2.45064144,1315000
8.2482674474469,60.0,26.0,1.0,-1.0,11.241969396434033,1.8161165881483443,5.0,10.00982237,1537500
7.933438387627489,50.0,1.0,1.0,-1.0,11.513675183860775,1.9966239095455303,5.0,0.15042307,1650000
8.27052509505507,20.0,10.0,2.0,-1.0,11.70381025242467,2.0482678844490483,5.0,29.25120528,1524000
7.714677473800927,22.0,13.0,2.0,-1.0,11.624431060887769,1.3734974336020849,5.0,1.70781214,1350000
8.520388082312756,69.0,12.0,4.0,4.3,11.78589483445527,1.3841194201495584,4.9,13.66380728,1700000
